ts,vin,rpm,speed,coolant_temp,maf,engine_load,throttle_pos,timing_adv,intake_temp,short_ft_b1,long_ft_b1,map,o2b1s1,o2b1s2,cm_voltage
2025-09-18T22:21:03.351305+00:00,,708.0,0.0,,11.72,26.274509803921568,,,35.0,,,98.0,,,14.26
2025-09-18T22:21:06.233654+00:00,,708.0,0.0,57.0,11.77,24.705882352941178,,,35.0,,,98.0,,,14.22
2025-09-18T22:21:09.111134+00:00,,712.5,0.0,57.0,11.63,22.745098039215687,,,35.0,,,98.0,,,14.18
2025-09-18T22:21:11.971279+00:00,,707.0,0.0,57.0,11.49,21.568627450980394,,,35.0,,,98.0,,,14.22
2025-09-18T22:21:14.863677+00:00,,711.0,0.0,58.0,11.77,23.529411764705884,,,35.0,,,98.0,,,14.22
